  0.595738  0.745476  0.054561  0.967297  0.009333  0.044926  0.797111  0.238496  0.905950  0.691002  0.595893  0.185561  0.873898  0.801558  0.574197  0.266695  0.340218  0.844660  0.452219  0.889206
  0.596033  0.745852  0.054609  0.967771  0.009349  0.044957  0.797464  0.238633  0.906372  0.691375  0.596182  0.185837  0.874345  0.801845  0.574528  0.266798  0.340435  0.845096  0.452408  0.889614
  0.596326  0.746231  0.054668  0.968239  0.009371  0.044993  0.797794  0.238778  0.906780  0.691763  0.596467  0.186205  0.874798  0.802074  0.574880  0.266884  0.340675  0.845539  0.452577  0.890004
  0.596618  0.746612  0.054738  0.968702  0.009398  0.045032  0.798101  0.238931  0.907172  0.692166  0.596748  0.186665  0.875257  0.802246  0.575253  0.266955  0.340939  0.845989  0.452728  0.890377
  0.596909  0.746995  0.054818  0.969161  0.009432  0.045076  0.798385  0.239094  0.907549  0.692582  0.597024  0.187218  0.875721  0.802361  0.575648  0.267010  0.341226  0.846445  0.452860  0.890731
  0.597198  0.747380  0.054909  0.969614  0.009471  0.045124  0.798646  0.239264  0.907911  0.693013  0.597296  0.187864  0.876190  0.802418  0.576066  0.267048  0.341536  0.846909  0.452973  0.891068
  0.597485  0.747767  0.055010  0.970063  0.009515  0.045176  0.798885  0.239444  0.908258  0.693459  0.597562  0.188604  0.876666  0.802418  0.576505  0.267071  0.341871  0.847379  0.453067  0.891386
  0.597771  0.748157  0.055121  0.970507  0.009565  0.045232  0.799100  0.239632  0.908590  0.693919  0.597824  0.189439  0.877147  0.802359  0.576965  0.267077  0.342229  0.847856  0.453142  0.891687
  0.598056  0.748548  0.055243  0.970945  0.009621  0.045293  0.799292  0.239829  0.908907  0.694394  0.598080  0.190369  0.877634  0.802241  0.577448  0.267067  0.342611  0.848341  0.453198  0.891969
  0.598339  0.748941  0.055376  0.971379  0.009683  0.045358  0.799462  0.240034  0.909208  0.694884  0.598331  0.191397  0.878127  0.802065  0.577954  0.267039  0.343017  0.848832  0.453234  0.892234
  0.598620  0.749337  0.055519  0.971808  0.009750  0.045427  0.799608  0.240248  0.909494  0.695389  0.598576  0.192522  0.878626  0.801829  0.578481  0.266994  0.343447  0.849330  0.453251  0.892480
  0.598900  0.749734  0.055673  0.972231  0.009823  0.045500  0.799731  0.240470  0.909765  0.695910  0.598814  0.193748  0.879131  0.801533  0.579031  0.266932  0.343901  0.849836  0.453249  0.892709
  0.599179  0.750134  0.055837  0.972650  0.009902  0.045577  0.799831  0.240701  0.910020  0.696446  0.599046  0.195075  0.879644  0.801176  0.579604  0.266851  0.344380  0.850348  0.453226  0.892919
  0.599456  0.750535  0.056012  0.973064  0.009986  0.045659  0.799907  0.240941  0.910260  0.696998  0.599270  0.196505  0.880162  0.800758  0.580200  0.266751  0.344883  0.850868  0.453184  0.893111
  0.599732  0.750938  0.056197  0.973473  0.010076  0.045745  0.799960  0.241189  0.910484  0.697566  0.599487  0.198040  0.880688  0.800278  0.580819  0.266632  0.345412  0.851394  0.453121  0.893285
  0.600006  0.751344  0.056392  0.973877  0.010171  0.045835  0.799989  0.241446  0.910692  0.698151  0.599695  0.199683  0.881222  0.799734  0.581461  0.266494  0.345965  0.851928  0.453038  0.893441
  0.600278  0.751751  0.056598  0.974277  0.010273  0.045929  0.799995  0.241712  0.910885  0.698753  0.599894  0.201436  0.881762  0.799127  0.582127  0.266335  0.346544  0.852470  0.452934  0.893578
  0.600549  0.752160  0.056815  0.974671  0.010379  0.046028  0.799976  0.241986  0.911062  0.699371  0.600084  0.203302  0.882311  0.798455  0.582817  0.266154  0.347149  0.853018  0.452808  0.893698
  0.600819  0.752571  0.057042  0.975060  0.010492  0.046130  0.799934  0.242269  0.911222  0.700008  0.600263  0.205283  0.882867  0.797716  0.583531  0.265952  0.347779  0.853574  0.452662  0.893798
  0.601087  0.752984  0.057279  0.975445  0.010610  0.046237  0.799867  0.242560  0.911367  0.700662  0.600430  0.207383  0.883433  0.796910  0.584270  0.265727  0.348436  0.854137  0.452494  0.893881
  0.601353  0.753399  0.057527  0.975824  0.010734  0.046348  0.799776  0.242861  0.911495  0.701335  0.600585  0.209605  0.884007  0.796036  0.585034  0.265479  0.349120  0.854708  0.452304  0.893944
  0.601618  0.753816  0.057786  0.976199  0.010863  0.046463  0.799661  0.243170  0.911607  0.702028  0.600727  0.211952  0.884590  0.795091  0.585824  0.265205  0.349830  0.855286  0.452092  0.893990
