           1  -30.200927388399023       0.57812496664218938       -29.622802421756834     
           2  -30.192111458135724       0.56658370053593921       -29.625527757599784     
           3  -30.188753217806408       0.56049453032292018       -29.628258687483488     
           4  -30.190880414138807       0.55987414823034121       -29.631006265908464     
           5  -30.198543207254218       0.56476144170761544       -29.633781765546601     
           6  -30.211814798623820       0.57521799054813572       -29.636596808075684     
           7  -30.230792328493042       0.59132882803210229       -29.639463500460941     
           8  -30.255598056375135       0.61320347788749574       -29.642394578487639     
           9  -30.286380841522842       0.64097728241075425       -29.645403559112086     
          10  -30.323317942868325       0.67481304009832677       -29.648504902770000     
          11  -30.366617159228465       0.71490297319073526       -29.651714186037729     
          12  -30.416519329709228       0.76147104592261539       -29.655048283786613     
          13  -30.473301209775652       0.81477565187672729       -29.658525557898926     
          14  -30.537278728117357       0.87511268186150226       -29.662166046255855     
          15  -30.608810609674794       0.94281896934184473       -29.665991640332951     
          16  -30.688302315450763        1.0182760842271736       -29.670026231223588     
          17  -30.776210191407870        1.1019144008761392       -29.674295790531730     
          18  -30.873045623561040        1.1942172918615364       -29.678828331699503     
          19  -30.979378843955924        1.2957251789616304       -29.683653664994296     
          20  -31.095841791673557        1.4070389819861182       -29.688802809687438     
          21  -31.223129058088258        1.5288222066577342       -29.694306851430525     
          22  -31.361995368771655        1.6618004489242231       -29.700194919847434     
          23  -31.513247180691621        1.8067563842981136       -29.706490796393506     
          24  -31.677724677994689        1.9645172469726426       -29.713207431022045     
          25  -31.856268590247261        2.1359302472255748       -29.720338343021687     
          26  -32.049663724339496        2.3218191886487354       -29.727844535690760     
          27  -32.258547961682922        2.5229126754291458       -29.735635286253775     
          28  -32.483272299882849        2.7397309934668703       -29.743541306415977     
          29  -32.723696066134480        2.9724160360878247       -29.751280030046654     
          30  -32.978905766251664        3.2204892296090191       -29.758416536642645     
          31  -33.246863887132385        3.4825320155518660       -29.764331871580520     
          32  -33.524036698400607        3.7558118692867803       -29.768224829113827     
